TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,23/01/11
TIME,16:49:31
SPECTROMETER/DATA SYSTEM,
LOCALE,1041
RESOLUTION,
DELTAX,0.482117
XUNITS,1/CM
YUNITS,ABSORBANCE
FIRSTX,  999.9101
LASTX, 7000.3350
NPOINTS,   12447
FIRSTY,     0.57254
MAXY,     1.22001
MINY,     0.02524
XYDATA
1204.8097,0.505994
1205.2919,0.507491
1205.7739,0.507446
1206.2561,0.505931
1206.7382,0.503093
1207.2203,0.499101
1207.7024,0.494098
1208.1846,0.488151
1208.6666,0.481229
1209.1488,0.47321
1209.6309,0.463936
1210.1130,0.453289
1210.5951,0.441277
1211.0773,0.428091
1211.5593,0.414099
1212.0415,0.399773
1212.5236,0.385578
1213.0057,0.371871
1213.4878,0.358853
1213.9700,0.346587
1214.4520,0.335048
1214.9342,0.324181
1215.4163,0.31394
1215.8984,0.304301
1216.3805,0.295259
1216.8627,0.286822
1217.3447,0.278998
1217.8269,0.271786
1218.3090,0.265159
1218.7911,0.259068
1219.2732,0.253443
1219.7554,0.248213
1220.2374,0.243323
1220.7196,0.238729
1221.2017,0.234398
1221.6838,0.230299
1222.1659,0.226406
1222.6481,0.222709
1223.1301,0.219214
1223.6123,0.215937
1224.0944,0.212877
1224.5765,0.210009
1225.0586,0.207291
1225.5408,0.204684
1226.0228,0.202184
1226.5050,0.199816
1226.9871,0.197624
1227.4692,0.195631
1227.9513,0.193828
1228.4335,0.192181
1228.9155,0.190657
1229.3977,0.18925
1229.8798,0.187986
1230.3619,0.186902
1230.8440,0.186026
1231.3262,0.185351
1231.8082,0.184835
1232.2904,0.184424
1232.7725,0.184071
1233.2546,0.183755
1233.7367,0.183477
1234.2189,0.183245
1234.7009,0.183058
1235.1831,0.182888
1235.6652,0.182687
1236.1473,0.182406
1236.6294,0.182006
1237.1116,0.18148
1237.5936,0.180844
1238.0758,0.180125
1238.5579,0.179354
1239.0400,0.178556
1239.5221,0.177759
1240.0043,0.176993
1240.4863,0.176284
1240.9685,0.175649
1241.4506,0.175082
1241.9327,0.174565
1242.4148,0.174081
1242.8970,0.173634
1243.3790,0.173257
1243.8612,0.173005
1244.3433,0.172929
1244.8254,0.173063
1245.3075,0.173408
1245.7897,0.173941
1246.2717,0.174627
1246.7539,0.175434
1247.2360,0.17634
1247.7181,0.17734
1248.2002,0.178435
1248.6824,0.179625
1249.1644,0.180905
1249.6466,0.18226
1250.1287,0.183676
1250.6108,0.185148
1251.0929,0.186685
1251.5751,0.188315
1252.0571,0.190072
1252.5393,0.191986
1253.0214,0.194078
1253.5035,0.196364
1253.9856,0.198851
1254.4678,0.201542
1254.9498,0.204432
1255.4320,0.207507
1255.9141,0.210746
1256.3962,0.214126
1256.8783,0.217633
1257.3605,0.221267
1257.8425,0.225043
1258.3247,0.228994
1258.8068,0.23316
1259.2889,0.23758
1259.7710,0.24227
1260.2532,0.247207
1260.7352,0.252333
1261.2174,0.257577
1261.6995,0.262891
1262.1816,0.268267
1262.6637,0.273727
1263.1459,0.279298
1263.6279,0.28498
1264.1101,0.290739
1264.5922,0.296512
1265.0743,0.30223
1265.5564,0.30783
1266.0386,0.313254
1266.5206,0.31845
1267.0028,0.323368
1267.4849,0.327967
1267.9670,0.332206
1268.4491,0.336034
1268.9313,0.33938
1269.4133,0.34215
1269.8955,0.344249
1270.3776,0.345611
1270.8597,0.346221
1271.3418,0.346114
1271.8240,0.345348
1272.3060,0.343969
1272.7882,0.341992
1273.2703,0.339404
1273.7524,0.336193
1274.2345,0.332381
1274.7167,0.328032
1275.1987,0.323247
1275.6809,0.318135
1276.1630,0.312789
1276.6451,0.307282
1277.1272,0.301677
1277.6094,0.29604
1278.0914,0.290446
1278.5736,0.284962
1279.0557,0.279633
1279.5378,0.274478
1280.0199,0.269497
1280.5021,0.26469
1280.9841,0.260077
1281.4663,0.255701
1281.9484,0.251611
1282.4305,0.247844
1282.9126,0.244416
1283.3948,0.241315
1283.8768,0.23852
1284.3590,0.236003
1284.8411,0.23374
1285.3232,0.231706
1285.8053,0.229869
1286.2875,0.2282
1286.7695,0.226674
1287.2517,0.22528
1287.7338,0.224018
1288.2159,0.222897
1288.6980,0.221931
1289.1802,0.221147
1289.6622,0.220591
1290.1444,0.220336
1290.6265,0.220467
1291.1086,0.221062
1291.5907,0.222164
1292.0729,0.223781
1292.5549,0.225895
1293.0371,0.228479
1293.5192,0.231514
1294.0013,0.234977
1294.4834,0.238825
1294.9656,0.24297
1295.4476,0.247274
1295.9298,0.251556
1296.4119,0.255616
1296.8940,0.259263
1297.3761,0.262347
1297.8583,0.264767
1298.3403,0.266473
1298.8225,0.267466
1299.3046,0.267792
1299.7867,0.267545
1300.2688,0.266858
1300.7510,0.265883
1301.2330,0.264756
1301.7152,0.263557
1302.1973,0.262295
1302.6794,0.260902
1303.1615,0.259264
1303.6437,0.257261
1304.1257,0.254824
1304.6079,0.251977
1305.0900,0.248858
1305.5721,0.245707
1306.0542,0.242816
1306.5364,0.240477
1307.0184,0.238928
1307.5006,0.238319
1307.9827,0.238696
1308.4648,0.23999
1308.9469,0.242032
1309.4291,0.244574
1309.9111,0.247326
1310.3933,0.249992
1310.8754,0.25229
1311.3575,0.253962
1311.8396,0.254779
1312.3218,0.254564
1312.8038,0.253219
1313.2860,0.250755
1313.7681,0.247271
1314.2502,0.242909
1314.7323,0.237799
1315.2145,0.23205
1315.6965,0.225762
1316.1787,0.21906
1316.6608,0.212103
1317.1429,0.205054
1317.6250,0.198046
1318.1072,0.19116
1318.5892,0.184446
1319.0714,0.177949
1319.5535,0.171728
1320.0356,0.165843
1320.5177,0.16032
1320.9999,0.155148
1321.4819,0.15029
1321.9641,0.145721
1322.4462,0.141444
1322.9283,0.137488
1323.4104,0.13388
1323.8926,0.130624
1324.3746,0.127689
1324.8568,0.125029
1325.3389,0.12261
1325.8210,0.12042
1326.3031,0.118471
1326.7853,0.116781
1327.2673,0.115355
1327.7495,0.114178
1328.2316,0.113225
1328.7137,0.112462
1329.1958,0.111863
1329.6780,0.111401
1330.1600,0.111042
1330.6422,0.110732
1331.1243,0.110405
1331.6064,0.109997
1332.0885,0.109468
1332.5707,0.108811
1333.0527,0.108053
1333.5349,0.107225
1334.0170,0.106344
1334.4991,0.105395
1334.9812,0.104341
1335.4634,0.103145
1335.9454,0.1018
1336.4276,0.100338
1336.9097,0.0988207
1337.3918,0.0973113
1337.8739,0.0958547
1338.3561,0.0944788
1338.8381,0.0932131
1339.3203,0.0921035
1339.8024,0.0912015
1340.2845,0.0905307
1340.7666,0.0900596
1341.2488,0.0897113
1341.7308,0.0894006
1342.2130,0.0890675
1342.6951,0.088688
1343.1772,0.088266
1343.6593,0.0878157
1344.1415,0.087348
1344.6235,0.086867
1345.1057,0.0863769
1345.5878,0.0858902
1346.0699,0.0854285
1346.5520,0.0850152
1347.0342,0.0846667
1347.5162,0.0843885
1347.9984,0.0841789
1348.4805,0.0840338
1348.9626,0.0839478
1349.4447,0.0839123
1349.9269,0.0839148
1350.4089,0.0839429
1350.8911,0.0839893
1351.3732,0.0840529
1351.8553,0.0841341
1352.3374,0.0842297
1352.8196,0.0843335
1353.3016,0.0844433
1353.7838,0.0845686
1354.2659,0.0847296
1354.7480,0.0849471
1355.2301,0.0852297
1355.7123,0.0855709
1356.1943,0.0859559
1356.6765,0.086371
1357.1586,0.0868048
1357.6407,0.087243
1358.1228,0.0876639
1358.6050,0.0880415
1359.0870,0.0883563
1359.5692,0.0886036
1360.0513,0.0887939
1360.5334,0.088947
1361.0155,0.089085
1361.4977,0.0892316
1361.9797,0.0894169
1362.4619,0.0896776
1362.9440,0.0900438
1363.4261,0.0905194
1363.9082,0.0910752
1364.3904,0.0916653
1364.8724,0.0922519
1365.3546,0.092815
1365.8367,0.0933489
1366.3188,0.0938561
1366.8009,0.0943469
1367.2831,0.0948444
1367.7651,0.0953883
1368.2473,0.0960288
1368.7294,0.0968107
1369.2115,0.0977559
1369.6936,0.0988583
1370.1758,0.100091
1370.6578,0.10142
1371.1400,0.102825
1371.6221,0.104308
1372.1042,0.105915
1372.5863,0.107764
1373.0685,0.110052
1373.5505,0.113028
1374.0327,0.11689
1374.5148,0.121674
1374.9969,0.127232
1375.4790,0.133353
1375.9612,0.139883
1376.4432,0.146734
1376.9254,0.15377
1377.4075,0.160669
1377.8896,0.166862
1378.3717,0.171636
1378.8539,0.174363
1379.3359,0.174726
1379.8181,0.172798
1380.3002,0.168967
1380.7823,0.163802
1381.2644,0.157918
1381.7466,0.151862
1382.2286,0.146041
1382.7108,0.140692
1383.1929,0.135919
1383.6750,0.13174
1384.1571,0.128118
1384.6393,0.12498
1385.1213,0.122213
1385.6035,0.119689
1386.0856,0.11729
1386.5677,0.114966
1387.0498,0.112767
1387.5320,0.110832
1388.0140,0.109272
1388.4962,0.108071
1388.9783,0.107102
1389.4604,0.106224
1389.9425,0.105345
1390.4247,0.104446
1390.9067,0.103557
1391.3889,0.102719
1391.8710,0.101939
1392.3531,0.101177
1392.8352,0.100368
1393.3174,0.0994676
1393.7994,0.0984938
1394.2816,0.0975604
1394.7637,0.0968398
1395.2458,0.096444
1395.7279,0.0963281
1396.2101,0.096334
1396.6921,0.0963033
1397.1743,0.0961434
1397.6564,0.0958388
1398.1385,0.0954484
1398.6206,0.0950916
1399.1028,0.0948951
1399.5848,0.0949128
1400.0670,0.0950964
1400.5491,0.0953488
1401.0313,0.0955882
1401.5133,0.0957687
1401.9955,0.0958697
1402.4775,0.095882
1402.9597,0.0958072
1403.4418,0.095668
1403.9240,0.0955215
1404.4060,0.0954573
1404.8882,0.0955644
1405.3702,0.0958737
1405.8524,0.0963291
1406.3345,0.0968217
1406.8167,0.0972545
1407.2987,0.0975788
1407.7809,0.0977962
1408.2629,0.0979433
1408.7451,0.0980714
1409.2272,0.098225
1409.7094,0.098428
1410.1914,0.0986803
1410.6736,0.0989672
1411.1556,0.0992726
1411.6378,0.0995884
1412.1199,0.0999159
1412.6021,0.100259
1413.0841,0.100616
1413.5663,0.100979
1414.0483,0.101342
1414.5305,0.101708
1415.0126,0.102094
1415.4948,0.102514
1415.9768,0.102963
1416.4590,0.103404
1416.9410,0.103788
1417.4232,0.104079
1417.9053,0.104295
1418.3875,0.104543
1418.8695,0.105018
1419.3517,0.105893
1419.8337,0.107129
1420.3159,0.108479
1420.7980,0.109716
1421.2802,0.110744
1421.7622,0.111566
1422.2444,0.112226
1422.7264,0.112806
1423.2086,0.113422
1423.6907,0.114192
1424.1729,0.115162
1424.6549,0.116268
1425.1371,0.117385
1425.6191,0.118414
1426.1013,0.119315
1426.5834,0.120096
1427.0656,0.120783
1427.5476,0.121383
1428.0298,0.121887
1428.5118,0.122296
1428.9940,0.122652
1429.4761,0.123048
1429.9583,0.12358
1430.4403,0.124267
1430.9225,0.125042
1431.4045,0.125821
1431.8867,0.126584
1432.3688,0.127395
1432.8510,0.128344
1433.3330,0.129455
1433.8152,0.13064
1434.2972,0.13175
1434.7794,0.132691
1435.2615,0.133523
1435.7437,0.134531
1436.2257,0.136202
1436.7079,0.138896
1437.1899,0.142362
1437.6721,0.145942
1438.1542,0.149284
1438.6364,0.152481
1439.1184,0.155788
1439.6006,0.159408
1440.0826,0.163412
1440.5648,0.167744
1441.0469,0.172296
1441.5291,0.176988
1442.0111,0.181784
1442.4933,0.186651
1442.9753,0.191543
1443.4575,0.196415
1443.9396,0.201259
1444.4218,0.20608
1444.9038,0.21084
1445.3860,0.215447
1445.8680,0.219819
1446.3502,0.223997
1446.8323,0.228199
1447.3145,0.232763
1447.7965,0.237912
1448.2787,0.243533
1448.7607,0.249222
1449.2429,0.25463
1449.7250,0.259688
1450.2072,0.264562
1450.6892,0.269484
1451.1714,0.274632
1451.6534,0.280097
1452.1356,0.28591
1452.6177,0.292073
1453.0999,0.298547
1453.5819,0.30524
1454.0641,0.312039
1454.5461,0.318886
1455.0283,0.325844
1455.5104,0.33306
1455.9926,0.340517
1456.4746,0.347522
1456.9568,0.352486
1457.4388,0.354054
1457.9210,0.352605
1458.4031,0.349729
1458.8853,0.346755
1459.3673,0.344297
1459.8495,0.342472
1460.3315,0.341137
1460.8137,0.340041
1461.2958,0.338927
1461.7780,0.33762
1462.2600,0.336066
1462.7422,0.33428
1463.2242,0.332258
1463.7064,0.329918
1464.1885,0.327156
1464.6707,0.324006
1465.1527,0.320756
1465.6349,0.317767
1466.1169,0.315149
1466.5991,0.312729
1467.0812,0.310253
1467.5634,0.30757
1468.0454,0.304703
1468.5276,0.301813
1469.0096,0.299079
1469.4918,0.296568
1469.9739,0.294213
1470.4561,0.291867
1470.9381,0.289369
1471.4203,0.286586
1471.9023,0.2835
1472.3845,0.280333
1472.8666,0.27753
1473.3488,0.275418
1473.8308,0.273964
1474.3130,0.272942
1474.7950,0.272197
1475.2772,0.27174
1475.7593,0.271751
1476.2415,0.272474
1476.7235,0.274038
1477.2057,0.276351
1477.6877,0.279212
1478.1699,0.282487
1478.6520,0.286177
1479.1342,0.290386
1479.6162,0.295302
1480.0984,0.301193
1480.5804,0.308356
1481.0626,0.316993
1481.5447,0.327105
1482.0269,0.338548
1482.5089,0.351242
1482.9911,0.365319
1483.4731,0.381044
1483.9553,0.398548
1484.4374,0.41769
1484.9196,0.438283
1485.4016,0.46062
1485.8838,0.485821
1486.3658,0.515465
1486.8480,0.55027
1487.3301,0.588639
1487.8123,0.626824
1488.2943,0.66117
1488.7765,0.690235
1489.2585,0.714785
1489.7407,0.736177
1490.2228,0.754932
1490.7050,0.771127
1491.1870,0.786232
1491.6692,0.803773
1492.1512,0.828151
1492.6334,0.863326
1493.1155,0.912134
1493.5977,0.975879
1494.0797,1.0534
1494.5619,1.13761
1495.0439,1.20676
1495.5261,1.22001
1496.0082,1.15194
1496.4904,1.03263
1496.9724,0.906617
1497.4546,0.791684
1497.9366,0.687499
1498.4188,0.592083
1498.9009,0.507856
1499.3831,0.439231
1499.8651,0.387822
1500.3473,0.35072
1500.8293,0.322605
1501.3115,0.298768
1501.7936,0.276833
1502.2758,0.25676
1502.7578,0.239523
1503.2400,0.225596
1503.7220,0.214431
1504.2042,0.204893
1504.6863,0.195852
1505.1685,0.18646
1505.6505,0.176301
1506.1327,0.165767
1506.6147,0.15632
1507.0969,0.149355
1507.5790,0.144805
1508.0612,0.141721
1508.5432,0.139325
1509.0254,0.137227
1509.5074,0.135277
1509.9896,0.133446
1510.4717,0.131727
1510.9539,0.130085
1511.4359,0.12846
1511.9181,0.126817
1512.4001,0.125204
1512.8823,0.123731
1513.3644,0.122462
1513.8466,0.121355
1514.3286,0.120285
1514.8108,0.119137
1515.2928,0.117871
1515.7750,0.116567
1516.2571,0.115435
1516.7393,0.114747
1517.2213,0.114637
1517.7035,0.114967
1518.1855,0.115468
1518.6677,0.115959
1519.1498,0.116395
1519.6320,0.116852
1520.1140,0.117553
1520.5962,0.118926
1521.0782,0.12147
1521.5604,0.125166
1522.0425,0.129163
1522.5247,0.132535
1523.0067,0.134865
1523.4889,0.136006
1523.9709,0.135775
1524.4531,0.133949
1524.9352,0.130491
1525.4174,0.125839
1525.8994,0.120857
1526.3816,0.11636
1526.8636,0.112673
1527.3458,0.109684
1527.8279,0.107173
1528.3101,0.105041
1528.7921,0.103308
1529.2743,0.101983
1529.7563,0.100972
1530.2385,0.100119
1530.7206,0.0992942
1531.2028,0.0984361
1531.6848,0.0975473
1532.1670,0.0966589
1532.6490,0.0958182
1533.1312,0.0951072
1533.6133,0.0946416
1534.0955,0.0944881
1534.5775,0.0945785
1535.0597,0.0947489
1535.5417,0.0948451
1536.0239,0.0947762
1536.5060,0.0945063
1536.9882,0.09402
1537.4702,0.0932849
1537.9524,0.09223
1538.4344,0.0907798
1538.9166,0.0890094
1539.3987,0.0873347
1539.8809,0.0862919
1540.3629,0.0859457
1540.8451,0.0859012
1541.3271,0.0857894
1541.8093,0.0854832
1542.2914,0.0850471
1542.7736,0.0846041
1543.2556,0.0842201
1543.7378,0.0838816
1544.2198,0.083553
1544.7020,0.0832416
1545.1841,0.0830146
1545.6663,0.0829416
1546.1483,0.0830156
1546.6305,0.0831489
1547.1125,0.0832397
1547.5947,0.0832219
1548.0768,0.0830785
1548.5590,0.0828433
1549.0410,0.0826024
1549.5232,0.0824735
1550.0052,0.0825389
1550.4874,0.0827663
1550.9695,0.083016
1551.4517,0.0831397
1551.9337,0.0830534
1552.4159,0.0827359
1552.8979,0.0822077
1553.3801,0.0815408
1553.8622,0.0808906
1554.3444,0.0804547
1554.8264,0.0803129
1555.3086,0.0803524
1555.7906,0.0803974
1556.2728,0.0803212
1556.7549,0.080045
1557.2371,0.0795071
1557.7191,0.078682
1558.2013,0.0777163
1558.6833,0.077134
1559.1655,0.0776042
1559.6476,0.0791291
1560.1298,0.0810478
1560.6118,0.0828256
1561.0940,0.0842987
1561.5760,0.0855008
1562.0582,0.0865172
1562.5403,0.0874277
1563.0225,0.0882949
1563.5045,0.0891712
1563.9867,0.0901132
1564.4688,0.0911866
1564.9509,0.0924449
1565.4330,0.0938846
1565.9152,0.0954227
1566.3972,0.0969276
1566.8794,0.0982805
1567.3615,0.0994209
1567.8436,0.100371
1568.3257,0.101257
1568.8079,0.102308
1569.2899,0.103768
1569.7721,0.105654
1570.2542,0.107662
1570.7363,0.109457
1571.2184,0.110938
1571.7006,0.112186
1572.1826,0.113322
1572.6648,0.114415
1573.1469,0.115457
1573.6290,0.11639
1574.1111,0.117163
1574.5933,0.117787
1575.0753,0.118372
1575.5575,0.119138
1576.0396,0.120336
1576.5217,0.121996
1577.0038,0.123842
